player.id,season,numTeams,rank,team.allStarStatus,team.id,team.name,team.link,team.season,team.venue.id,team.venue.name,team.venue.link,team.teamCode,team.fileCode,team.abbreviation,team.teamName,team.locationName,team.firstYearOfPlay,team.league.id,team.league.name,team.league.link,team.sport.id,team.sport.link,team.sport.name,team.shortName,team.parentOrgName,team.parentOrgId,team.franchiseName,team.clubName,team.active,player.fullName,player.link,player.firstName,player.lastName,player.birthDate,player.currentAge,player.birthCity,player.birthCountry,player.active,player.primaryPosition.code,player.primaryPosition.name,player.primaryPosition.type,player.primaryPosition.abbreviation,player.useName,player.useLastName,player.middleName,player.boxscoreName,player.gender,player.nameMatrilineal,player.isPlayer,player.isVerified,player.batSide.code,player.batSide.description,player.pitchHand.code,player.pitchHand.description,player.nameFirstLast,player.nameSlug,player.firstLastName,player.lastFirstName,player.lastInitName,player.initLastName,player.fullFMLName,player.fullLFMName,league.id,league.name,league.link,sport.id,sport.link,sport.abbreviation,position.code,position.name,position.type,position.abbreviation,player.height,player.weight,player.strikeZoneTop,player.strikeZoneBottom,player.nickName,player.primaryNumber,player.mlbDebutDate,player.birthStateProvince,player.draftYear,player.pronunciation,player.lastPlayedDate,player.nameTitle,player.nameSuffix
606135,2023,1,242,N,697,Bravos de Margarita,/api/v1/teams/697,2023,5490,Estadio Forum de La Guaira,/api/v1/venues/5490,mar,t697,MAR,Bravos,Macuto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Margarita,Office of the Commissioner,11,Bravos,Margarita,true,Yender Cáramo,/api/v1/people/606135,Yender,Cáramo,1991-08-25,33,San Felix,Venezuela,true,1,Pitcher,Pitcher,P,Yender,Cáramo,Gregoria,Cáramo,M,,true,true,R,Right,R,Right,Yender Cáramo,yender-caramo-606135,Yender Cáramo,"Cáramo, Yender","Cáramo, Y",Y Cáramo,Yender Gregoria Cáramo,"Cáramo, Yender Gregoria",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 0""",175,3.371,1.535,,72,,,,,,,
547921,2023,1,1,N,698,Tiburones de La Guaira,/api/v1/teams/698,2023,3029,Estadio Universitario,/api/v1/venues/3029,lag,t698,LAG,Tiburones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,La Guaira,Office of the Commissioner,11,Tiburones,La Guaira,true,Tiago Da Silva,/api/v1/people/547921,Tiago,Da Silva,1985-03-28,39,Sao Paulo,Brazil,true,1,Pitcher,Pitcher,P,Tiago,Da Silva,Felipe,Da Silva,M,,true,true,R,Right,R,Right,Tiago Da Silva,tiago-da-silva-547921,Tiago Da Silva,"Da Silva, Tiago","Da Silva, T",T Da Silva,Tiago Felipe Da Silva,"Da Silva, Tiago Felipe",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"5' 9""",180,3.285,1.487,Sponge Bob,,,,,,,,
672374,2023,1,175,N,695,Leones del Caracas,/api/v1/teams/695,2023,6015,Monumental Simon Bolivar,/api/v1/venues/6015,leo,t695,CAR,Leones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caracas,Office of the Commissioner,11,Leones,Caracas,true,Franklin Dacosta,/api/v1/people/672374,Franklin,Dacosta,2000-02-27,24,Caracas,Venezuela,true,1,Pitcher,Pitcher,P,Franklin,Dacosta,Aaron,Dacosta,M,Cordovez,true,false,L,Left,L,Left,Franklin Dacosta,franklin-dacosta-672374,Franklin Dacosta,"Dacosta, Franklin","Dacosta, F",F Dacosta,Franklin Aaron Dacosta,"Dacosta, Franklin Aaron",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"5' 11""",162,3.319,1.513,,88,,,,,,,
699314,2023,1,106,N,698,Tiburones de La Guaira,/api/v1/teams/698,2023,3029,Estadio Universitario,/api/v1/venues/3029,lag,t698,LAG,Tiburones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,La Guaira,Office of the Commissioner,11,Tiburones,La Guaira,true,David Davalillo,/api/v1/people/699314,David,Davalillo,2002-09-21,22,Ocumare del Tuy,Venezuela,true,1,Pitcher,Pitcher,P,David,Davalillo,Alejandro,Davalillo,M,Duran,true,true,R,Right,R,Right,David Davalillo,david-davalillo-699314,David Davalillo,"Davalillo, David","Davalillo, D",D Davalillo,David Alejandro Davalillo,"Davalillo, David Alejandro",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 1""",175,3.411,1.565,,,,,,,,,
692369,2023,1,171,N,692,Aguilas del Zulia,/api/v1/teams/692,2023,3031,Estadio Luis Aparicio,/api/v1/venues/3031,zul,t692,ZUL,Aguilas,Maracaibo,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Zulia,Office of the Commissioner,11,Aguilas,Zulia,true,Jose Davila,/api/v1/people/692369,Jose,Davila,2002-11-09,21,Maracaibo,Venezuela,true,1,Pitcher,Pitcher,P,Jose,Davila,Abraham,Davila,M,Munoz,true,true,R,Right,R,Right,Jose Davila,jose-davila-692369,Jose Davila,"Davila, Jose","Davila, J",J Davila,Jose Abraham Davila,"Davila, Jose Abraham",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 3""",177,3.49,1.601,,96,,,,,,,
646241,2023,1,180,N,696,Navegantes del Magallanes,/api/v1/teams/696,2023,2510,Estadio Jose Bernardo Perez,/api/v1/venues/2510,mag,t696,MAG,Navegantes,Valencia,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Magallanes,Office of the Commissioner,11,Navegantes,Magallanes,true,Enmanuel De Jesus,/api/v1/people/646241,Enmanuel,De Jesus,1996-12-10,27,Valencia,Venezuela,true,1,Pitcher,Pitcher,P,Enmanuel,De Jesus,Jose,De Jesus,M,Sandoval,true,true,L,Left,L,Left,Enmanuel De Jesus,enmanuel-de-jesus-646241,Enmanuel De Jesus,"De Jesus, Enmanuel","De Jesus, E",E De Jesus,Enmanuel Jose De Jesus,"De Jesus, Enmanuel Jose",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 3""",190,3.49,1.601,,83,2023-09-09,,,,,,
816392,2023,1,210,N,693,Cardenales de Lara,/api/v1/teams/693,2023,3032,Estadio Antonio Herrera Gutierrez,/api/v1/venues/3032,lar,t693,LAR,Cardenales,Barquisimeto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Lara,Office of the Commissioner,11,Cardenales,Lara,true,Yofrec Diaz,/api/v1/people/816392,Yofrec,Diaz,1999-06-10,25,,,false,1,Pitcher,Pitcher,P,Yofrec,Diaz,,Diaz,,,true,true,L,Left,L,Left,Yofrec Diaz,yofrec-diaz-816392,Yofrec Diaz,"Diaz, Yofrec","Diaz, Y",Y Diaz,Yofrec Diaz,"Diaz, Yofrec ",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 3""",205,3.49,1.601,,,,,,,,,
592271,2023,1,134,N,695,Leones del Caracas,/api/v1/teams/695,2023,6015,Monumental Simon Bolivar,/api/v1/venues/6015,leo,t695,CAR,Leones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caracas,Office of the Commissioner,11,Leones,Caracas,true,Thomas Dorminy,/api/v1/people/592271,Thomas,Dorminy,1992-06-01,32,Lutz,USA,false,1,Pitcher,Pitcher,P,Thomas,Dorminy,C.,Dorminy,M,,true,false,L,Left,L,Left,Thomas Dorminy,thomas-dorminy-592271,Thomas Dorminy,"Dorminy, Thomas","Dorminy, T",T Dorminy,Thomas C. Dorminy,"Dorminy, Thomas C.",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 0""",190,3.371,1.535,,,,FL,2014,,,,
467094,2023,1,69,N,697,Bravos de Margarita,/api/v1/teams/697,2023,5490,Estadio Forum de La Guaira,/api/v1/venues/5490,mar,t697,MAR,Bravos,Macuto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Margarita,Office of the Commissioner,11,Bravos,Margarita,true,Felix Doubront,/api/v1/people/467094,Felix,Doubront,1987-10-23,36,Carabobo,Venezuela,true,1,Pitcher,Pitcher,P,Felix,Doubront,Antonio,Doubront,M,,true,true,L,Left,L,Left,Felix Doubront,felix-doubront-467094,Felix Doubront,"Doubront, Felix","Doubront, F",F Doubront,Felix Antonio Doubront,"Doubront, Felix Antonio",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 2""",240,3.467,1.589,,53,2010-06-18,,,dew-BRONT,,,
682200,2023,1,116,N,699,Tigres de Aragua,/api/v1/teams/699,2023,2913,Estadio Jose Perez Colmenares,/api/v1/venues/2913,ara,t699,ARA,Tigres,Maracay,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Aragua,Office of the Commissioner,11,Tigres,Aragua,true,Austin Drury,/api/v1/people/682200,Austin,Drury,1997-08-13,27,Land O'Lakes,USA,true,1,Pitcher,Pitcher,P,Austin,Drury,William,Drury,M,,true,false,L,Left,L,Left,Austin Drury,austin-drury-682200,Austin Drury,"Drury, Austin","Drury, A",A Drury,Austin William Drury,"Drury, Austin William",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"5' 11""",190,3.319,1.513,,83,,FL,2018,,,,
546276,2023,1,1,N,693,Cardenales de Lara,/api/v1/teams/693,2023,3032,Estadio Antonio Herrera Gutierrez,/api/v1/venues/3032,lar,t693,LAR,Cardenales,Barquisimeto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Lara,Office of the Commissioner,11,Cardenales,Lara,true,Edwin Escobar,/api/v1/people/546276,Edwin,Escobar,1992-04-22,32,La Boyera,Venezuela,true,1,Pitcher,Pitcher,P,Edwin,Escobar,Jose,"Escobar, Edw",M,,true,true,L,Left,L,Left,Edwin Escobar,edwin-escobar-546276,Edwin Escobar,"Escobar, Edwin","Escobar, E",E Escobar,Edwin Jose Escobar,"Escobar, Edwin Jose",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 2""",225,3.467,1.589,,62,2014-08-27,,,,,,
650813,2023,1,79,N,694,Caribes de Anzoategui,/api/v1/teams/694,2023,3030,Estadio Alfonso Carrasquel,/api/v1/venues/3030,ori,t694,ORI,Caribes,Puerto La Cruz,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caribes,Office of the Commissioner,11,Caribes,Caribes,true,Luis Escobar,/api/v1/people/650813,Luis,Escobar,1996-05-30,28,Cartagena,Colombia,true,1,Pitcher,Pitcher,P,Luis,Escobar,Alberto,"Escobar, L",M,Hernandez,true,true,R,Right,R,Right,Luis Escobar,luis-escobar-650813,Luis Escobar,"Escobar, Luis","Escobar, L",L Escobar,Luis Alberto Escobar,"Escobar, Luis Alberto",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 1""",205,3.411,1.565,,77,2019-07-13,,,,,,
681592,2023,1,170,N,694,Caribes de Anzoategui,/api/v1/teams/694,2023,3030,Estadio Alfonso Carrasquel,/api/v1/venues/3030,ori,t694,ORI,Caribes,Puerto La Cruz,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caribes,Office of the Commissioner,11,Caribes,Caribes,true,Edgar Escobar,/api/v1/people/681592,Edgar,Escobar,1997-01-20,27,Ciudad Habana,Cuba,true,1,Pitcher,Pitcher,P,Edgar,Escobar,Antonio,"Escobar, E",M,Norris,true,false,R,Right,R,Right,Edgar Escobar,edgar-escobar-681592,Edgar Escobar,"Escobar, Edgar","Escobar, E",E Escobar,Edgar Antonio Escobar,"Escobar, Edgar Antonio",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 1""",220,3.411,1.565,,33,,,,,,,
664284,2023,1,150,N,692,Aguilas del Zulia,/api/v1/teams/692,2023,3031,Estadio Luis Aparicio,/api/v1/venues/3031,zul,t692,ZUL,Aguilas,Maracaibo,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Zulia,Office of the Commissioner,11,Aguilas,Zulia,true,Carlos Espinal,/api/v1/people/664284,Carlos,Espinal,1996-10-21,27,Santiago,Dominican Republic,true,1,Pitcher,Pitcher,P,Carlos,Espinal,Manuel,"Espinal, C",M,Tavarez,true,false,R,Right,R,Right,Carlos Espinal,carlos-espinal-664284,Carlos Espinal,"Espinal, Carlos","Espinal, C",C Espinal,Carlos Manuel Espinal,"Espinal, Carlos Manuel",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"5' 11""",175,3.319,1.513,,88,,,,,,,
659262,2023,1,85,N,693,Cardenales de Lara,/api/v1/teams/693,2023,3032,Estadio Antonio Herrera Gutierrez,/api/v1/venues/3032,lar,t693,LAR,Cardenales,Barquisimeto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Lara,Office of the Commissioner,11,Cardenales,Lara,true,Anderson Espinoza,/api/v1/people/659262,Anderson,Espinoza,1998-03-09,26,Caracas,Venezuela,true,1,Pitcher,Pitcher,P,Anderson,Espinoza,Jose,Espinoza,M,Dominguez,true,false,R,Right,R,Right,Anderson Espinoza,anderson-espinoza-659262,Anderson Espinoza,"Espinoza, Anderson","Espinoza, A",A Espinoza,Anderson Jose Espinoza,"Espinoza, Anderson Jose",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 0""",190,3.371,1.535,,0,2022-05-30,,,,,,
816273,2023,1,244,N,698,Tiburones de La Guaira,/api/v1/teams/698,2023,3029,Estadio Universitario,/api/v1/venues/3029,lag,t698,LAG,Tiburones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,La Guaira,Office of the Commissioner,11,Tiburones,La Guaira,true,Javier Fandiño,/api/v1/people/816273,Javier,Fandiño,1991-09-04,33,Portuguesa,Venezuela,false,1,Pitcher,Pitcher,P,Javier,Fandiño,Jose,Fandiño,M,Hidalgo,true,false,L,Left,L,Left,Javier Fandiño,javier-fandino-816273,Javier Fandiño,"Fandiño, Javier","Fandiño, J",J Fandiño,Javier Jose Fandiño,"Fandiño, Javier Jose",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"5' 8""",198,3.26,1.481,,,,,,,,,
674379,2023,1,252,N,699,Tigres de Aragua,/api/v1/teams/699,2023,2913,Estadio Jose Perez Colmenares,/api/v1/venues/2913,ara,t699,ARA,Tigres,Maracay,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Aragua,Office of the Commissioner,11,Tigres,Aragua,true,Daritzon Feliz,/api/v1/people/674379,Daritzon,Feliz,1999-08-19,25,Santo Domingo,Dominican Republic,true,1,Pitcher,Pitcher,P,Daritzon,Feliz,,"Feliz, D",M,Belen,true,false,L,Left,L,Left,Daritzon Feliz,daritzon-feliz-674379,Daritzon Feliz,"Feliz, Daritzon","Feliz, D",D Feliz,Daritzon  Feliz,"Feliz, Daritzon",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 2""",175,3.467,1.589,,,,,,,,,
516148,2023,1,199,N,699,Tigres de Aragua,/api/v1/teams/699,2023,2913,Estadio Jose Perez Colmenares,/api/v1/venues/2913,ara,t699,ARA,Tigres,Maracay,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Aragua,Office of the Commissioner,11,Tigres,Aragua,true,Eduardo Figueroa,/api/v1/people/516148,Eduardo,Figueroa,1988-11-30,35,Barquisimeto,Venezuela,false,1,Pitcher,Pitcher,P,Eduardo,Figueroa,Luis,Figueroa,M,,true,true,R,Right,R,Right,Eduardo Figueroa,eduardo-figueroa-516148,Eduardo Figueroa,"Figueroa, Eduardo","Figueroa, E",E Figueroa,Eduardo Luis Figueroa,"Figueroa, Eduardo Luis",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 1""",185,3.411,1.565,,,,,,,,,
572309,2023,1,247,N,698,Tiburones de La Guaira,/api/v1/teams/698,2023,3029,Estadio Universitario,/api/v1/venues/3029,lag,t698,LAG,Tiburones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,La Guaira,Office of the Commissioner,11,Tiburones,La Guaira,true,Kendry Flores,/api/v1/people/572309,Kendry,Flores,1991-11-24,32,Azua,Dominican Republic,true,1,Pitcher,Pitcher,P,Kendry,Flores,,"Flores, K",M,Mateo,true,true,R,Right,R,Right,Kendry Flores,kendry-flores-572309,Kendry Flores,"Flores, Kendry","Flores, K",K Flores,Kendry Flores,"Flores, Kendry",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 2""",195,3.467,1.589,,63,2015-06-06,,,,,,
672765,2023,1,257,N,694,Caribes de Anzoategui,/api/v1/teams/694,2023,3030,Estadio Alfonso Carrasquel,/api/v1/venues/3030,ori,t694,ORI,Caribes,Puerto La Cruz,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caribes,Office of the Commissioner,11,Caribes,Caribes,true,Santiago Florez,/api/v1/people/672765,Santiago,Florez,2000-05-09,24,Barranquilla,Colombia,true,1,Pitcher,Pitcher,P,Santiago,Florez,Jesus,Florez,M,Payan,true,true,R,Right,R,Right,Santiago Florez,santiago-florez-672765,Santiago Florez,"Florez, Santiago","Florez, S",S Florez,Santiago Jesus Florez,"Florez, Santiago Jesus",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 5""",222,3.575,1.681,,,,,,,,,
682620,2023,1,1,N,699,Tigres de Aragua,/api/v1/teams/699,2023,2913,Estadio Jose Perez Colmenares,/api/v1/venues/2913,ara,t699,ARA,Tigres,Maracay,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Aragua,Office of the Commissioner,11,Tigres,Aragua,true,Richard Gallardo,/api/v1/people/682620,Richard,Gallardo,2001-09-06,23,Maracay,Venezuela,true,1,Pitcher,Pitcher,P,Richard,Gallardo,Edgardo,Gallardo,M,Ramos,true,true,R,Right,R,Right,Richard Gallardo,richard-gallardo-682620,Richard Gallardo,"Gallardo, Richard","Gallardo, R",R Gallardo,Richard Edgardo Gallardo,"Gallardo, Richard Edgardo",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 1""",180,3.411,1.565,,40,,,,,,,
692623,2023,1,60,N,694,Caribes de Anzoategui,/api/v1/teams/694,2023,3030,Estadio Alfonso Carrasquel,/api/v1/venues/3030,ori,t694,ORI,Caribes,Puerto La Cruz,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caribes,Office of the Commissioner,11,Caribes,Caribes,true,Leonard Garcia,/api/v1/people/692623,Leonard,Garcia,2003-08-11,21,Barcelona,Venezuela,true,1,Pitcher,Pitcher,P,Leonard,Garcia,Jesus,"Garcia, L",M,Tayupo,true,true,L,Left,L,Left,Leonard Garcia,leonard-garcia-692623,Leonard Garcia,"Garcia, Leonard","Garcia, L",L Garcia,Leonard Jesus Garcia,"Garcia, Leonard Jesus",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 2""",165,3.467,1.589,,,,,,,,,
672418,2023,1,234,N,694,Caribes de Anzoategui,/api/v1/teams/694,2023,3030,Estadio Alfonso Carrasquel,/api/v1/venues/3030,ori,t694,ORI,Caribes,Puerto La Cruz,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caribes,Office of the Commissioner,11,Caribes,Caribes,true,Roy Garcia,/api/v1/people/672418,Roy,Garcia,2000-08-28,24,Nagua,Dominican Republic,true,1,Pitcher,Pitcher,P,Roy,Garcia,Rafael,"Garcia, R",M,Garcia,true,true,R,Right,R,Right,Roy Garcia,roy-garcia-672418,Roy Garcia,"Garcia, Roy","Garcia, R",R Garcia,Roy Rafael Garcia,"Garcia, Roy Rafael",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 0""",190,3.371,1.535,,,,,,,,,
690345,2023,1,126,N,693,Cardenales de Lara,/api/v1/teams/693,2023,3032,Estadio Antonio Herrera Gutierrez,/api/v1/venues/3032,lar,t693,LAR,Cardenales,Barquisimeto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Lara,Office of the Commissioner,11,Cardenales,Lara,true,Pedro Garcia,/api/v1/people/690345,Pedro,Garcia,1995-03-21,29,Maracaibo,Venezuela,true,1,Pitcher,Pitcher,P,Pedro,Garcia,,"Garcia, P",M,,true,true,R,Right,R,Right,Pedro Garcia,pedro-garcia-690345,Pedro Garcia,"Garcia, Pedro","Garcia, P",P Garcia,Pedro Garcia,"Garcia, Pedro",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"5' 11""",220,3.319,1.513,,41,,,2019,,,,
680618,2023,1,230,N,694,Caribes de Anzoategui,/api/v1/teams/694,2023,3030,Estadio Alfonso Carrasquel,/api/v1/venues/3030,ori,t694,ORI,Caribes,Puerto La Cruz,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caribes,Office of the Commissioner,11,Caribes,Caribes,true,Heribert Garcia,/api/v1/people/680618,Heribert,Garcia,1999-10-02,25,Bolivar,Venezuela,true,1,Pitcher,Pitcher,P,Heribert,Garcia,Alejandro,"Garcia, H",M,Maestre,true,true,R,Right,R,Right,Heribert Garcia,heribert-garcia-680618,Heribert Garcia,"Garcia, Heribert","Garcia, H",H Garcia,Heribert Alejandro Garcia,"Garcia, Heribert Alejandro",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 0""",220,3.371,1.535,,,,,,,,,
682624,2023,1,187,N,697,Bravos de Margarita,/api/v1/teams/697,2023,5490,Estadio Forum de La Guaira,/api/v1/venues/5490,mar,t697,MAR,Bravos,Macuto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Margarita,Office of the Commissioner,11,Bravos,Margarita,true,Sandy Gaston,/api/v1/people/682624,Sandy,Gaston,2001-12-16,22,Matanzas,Cuba,true,1,Pitcher,Pitcher,P,Sandy,Gaston,,Gaston,M,Reyes,true,false,R,Right,R,Right,Sandy Gaston,sandy-gaston-682624,Sandy Gaston,"Gaston, Sandy","Gaston, S",S Gaston,Sandy  Gaston,"Gaston, Sandy",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 3""",200,3.49,1.601,,,,,,,,,
642857,2023,1,80,N,693,Cardenales de Lara,/api/v1/teams/693,2023,3032,Estadio Antonio Herrera Gutierrez,/api/v1/venues/3032,lar,t693,LAR,Cardenales,Barquisimeto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Lara,Office of the Commissioner,11,Cardenales,Lara,true,Yapson Gomez,/api/v1/people/642857,Yapson,Gomez,1993-10-02,31,San Cristobal,Venezuela,true,1,Pitcher,Pitcher,P,Yapson,Gomez,Guillermo,"Gomez, Y",M,Mosquero,true,true,L,Left,L,Left,Yapson Gomez,yapson-gomez-642857,Yapson Gomez,"Gomez, Yapson","Gomez, Y",Y Gomez,Yapson Guillermo Gomez,"Gomez, Yapson Guillermo",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"5' 10""",160,3.301,1.504,,72,,,,,,,
683510,2023,1,162,N,692,Aguilas del Zulia,/api/v1/teams/692,2023,3031,Estadio Luis Aparicio,/api/v1/venues/3031,zul,t692,ZUL,Aguilas,Maracaibo,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Zulia,Office of the Commissioner,11,Aguilas,Zulia,true,Henry Gomez,/api/v1/people/683510,Henry,Gomez,2001-10-17,22,Maracaibo,Venezuela,true,1,Pitcher,Pitcher,P,Henry,Gomez,Jose,Gomez,M,Vargas,true,true,R,Right,R,Right,Henry Gomez,henry-gomez-683510,Henry Gomez,"Gomez, Henry","Gomez, H",H Gomez,Henry Jose Gomez,"Gomez, Henry Jose",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 1""",163,3.411,1.565,,,,,,,,,
515052,2023,2,22,N,695,Leones del Caracas,/api/v1/teams/695,2023,6015,Monumental Simon Bolivar,/api/v1/venues/6015,leo,t695,CAR,Leones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caracas,Office of the Commissioner,11,Leones,Caracas,true,Mayckol Guaipe,/api/v1/people/515052,Mayckol,Guaipe,1990-08-11,34,Barcelona,Venezuela,false,1,Pitcher,Pitcher,P,Mayckol,Guaipe,Martin,Guaipe,M,Vicent,true,true,R,Right,R,Right,Mayckol Guaipe,mayckol-guaipe-515052,Mayckol Guaipe,"Guaipe, Mayckol","Guaipe, M",M Guaipe,Mayckol Martin Guaipe,"Guaipe, Mayckol Martin",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 4""",235,3.549,1.627,,71,2015-06-01,,,Michael GWHY-pay,2016-05-14,,
678672,2023,1,219,N,699,Tigres de Aragua,/api/v1/teams/699,2023,2913,Estadio Jose Perez Colmenares,/api/v1/venues/2913,ara,t699,ARA,Tigres,Maracay,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Aragua,Office of the Commissioner,11,Tigres,Aragua,true,Carlos Guarate,/api/v1/people/678672,Carlos,Guarate,2001-03-30,23,Tinaquillo,Venezuela,true,1,Pitcher,Pitcher,P,Carlos,Guarate,Antonio,Guarate,M,Montilla,true,false,R,Right,R,Right,Carlos Guarate,carlos-guarate-678672,Carlos Guarate,"Guarate, Carlos","Guarate, C",C Guarate,Carlos Antonio Guarate,"Guarate, Carlos Antonio",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 2""",178,3.467,1.589,,,,,,,,,
